product_name,category,price,quantity_in_stock,quantity_sold,brand,rating,num_of_ratings,date_added,color,revenue
"Instapump Fury (Black, EU 46)",Shoes,180,0,379,Reebok,8.5,314,8/10/2023,black,68220
"Galaxy S10 (512GB, Orange)",Smartphones,749,0,897,Samsung,8.5,730,11/23/2022,orange,671853
"QNED MiniLED 90 (55"", Black frame)",TVs,999.99,443,895,LG,8.75,705,12/14/2020,black,894991.05
Alenya Sofa (Green),Furniture,550,144,906,Ashley Furniture,8.25,756,5/15/2022,green,498300
"Inspiron 14 5000 (256GB, Gray)",Laptops,599,0,65,Dell,8.5,52,12/29/2025,gray,38935
"Yoga Smart Tab (1TB, Purple)",Tablets,299.99,433,782,Lenovo,8.5,612,1/21/2021,purple,234592.18
"Q950TS 8K QLED (55"", White frame)",TVs,2499,0,821,Samsung,8.5,653,6/18/2023,white,2051679
"Galaxy S22 (1TB, Red)",Smartphones,1199,0,461,Samsung,8.75,380,2/11/2022,red,552739
"Rox Wireless (Wireless, White)",Headphones,99.99,0,612,Jabra,8.5,509,9/10/2022,white,61193.88
Cardinal Games Chess (White),Toys,20,41,836,Spin Master,8.5,664,1/11/2020,white,16720
"Essentials Hoodie (White, S)",Clothing,70,211,763,Adidas,8.5,601,10/2/2021,white,53410
Ebern Designs Convertible Sofa (Black),Furniture,320,171,945,Wayfair,7.8,754,4/1/2020,black,302400
G-Shock DW5600 (Green),Watches,99,0,133,Casio,8.75,99,9/5/2020,green,13167
"ThinkPad X12 Detachable (512GB, White)",Tablets,1400,254,91,Lenovo,8.2,75,9/27/2025,white,127400
Pro Type Ultra (Brown),Keyboards,199.99,0,335,Razer,8.75,256,7/29/2021,brown,66996.65
"Surface Pro 7 (1TB, Gray)",Tablets,1599,0,524,Microsoft,8.5,413,2/6/2021,gray,837876
Huntsman Mini (Yellow),Keyboards,129.99,382,243,Razer,8.5,201,7/24/2025,yellow,31587.57
"QuietComfort 45 (Wired, Orange)",Headphones,329,317,373,Bose,8.9,306,8/23/2023,red,122717
"QN85A Neo QLED (55"", Black frame)",TVs,1399,68,521,Samsung,9.25,425,4/21/2024,black,728879
One-Touch Tea Maker (Red),Kitchen,250,251,368,Breville,8.75,295,10/6/2025,red,92000
"75R635 (75"", Brown frame)",TVs,1899,156,979,TCL,8.75,786,1/28/2023,brown,1859121
Duo Nova (Black),Kitchen,99.99,130,394,Instant Pot,8.75,304,3/25/2023,black,39396.06
One-Touch Tea Maker (Blue),Kitchen,229.95,,127,Breville,8.75,105,2/24/2021,blue,29203.65
MX Master 2S (White),Mice,99.99,311,921,Logitech,9.25,725,6/18/2023,white,92090.79
"Beats Studio3 (Wireless, Green)",Headphones,349.95,278,924,Apple,8.25,766,1/3/2025,green,323353.8
Lark Manor End Table (Black),Furniture,120,15,887,Wayfair,8.5,737,10/13/2023,black,106440
"Sherpa Trucker Jacket (Green, M)",Clothing,98,447,713,Levi's,8.75,575,7/26/2021,green,69874
"Mi 11 (1TB, Gray)",Smartphones,799,329,261,Xiaomi,8.75,216,8/12/2020,gray,208539
"501 Original Jeans (Purple, XXL)",Clothing,69.5,137,944,Levi's,8.75,754,6/27/2025,purple,65608
K100 RGB (Blue),Keyboards,229.99,0,162,Corsair,9.2,129,3/6/2022,blue,37258.38
Watch Series 2 (Purple),Watches,249,141,51,Apple,8.75,41,7/27/2021,purple,12699
"Elite 75t (Wired, Red)",Headphones,110,21,109,Jabra,8.5,88,10/1/2021,red,11990
"8 (1TB, White)",Smartphones,899,244,419,OnePlus,8.5,355,12/17/2025,white,376681
"Cortez (Black, EU 40)",Shoes,90,0,206,Nike,8.75,174,4/5/2025,black,18540
Galaxy Watch Active2 (Yellow),Watches,249.99,0,911,Samsung,8.75,747,8/18/2024,yellow,227740.89
Architecture Statue of Liberty (21042) (Purple),Toys,129.99,70,32,LEGO,8.75,23,9/4/2020,purple,4159.68
Sensei 310 (Green),Mice,49.99,0,927,SteelSeries,8.75,742,6/23/2023,green,46340.73
"Samba (White, EU 46)",Shoes,100,9,244,Adidas,8.5,198,11/25/2023,white,24400
Pictionary (Brown),Toys,20,175,103,Mattel,8.5,80,10/5/2022,brown,2060
Vivoactive 4 (Green),Watches,249.99,0,414,Garmin,8.5,335,12/29/2021,green,103495.86
"FuelCell Rebel (Green, EU 40)",Shoes,130,148,657,New Balance,8.25,529,1/15/2023,green,85410
PlayStation 5 (Blue),Gaming Consoles,499,0,35,Sony,9.5,27,3/6/2020,blue,17465
"Ignite Limitless (Gray, EU 42)",Shoes,90,486,751,Puma,,598,10/22/2020,gray,67590
"P40 Pro (512GB, Brown)",Smartphones,1099,0,723,Huawei,8.5,591,7/6/2024,brown,794577
"Omen 15 (512GB, Yellow)",Laptops,1150,0,562,HP,8.75,443,5/9/2023,yellow,646300
Atheris (Orange),Mice,49.99,0,671,Razer,8.75,538,8/27/2025,orange,33543.29
Magic Trackpad (2021) (Purple),Mice,129,0,681,Apple,8.7,540,9/17/2021,purple,87849
Rival 600 (Green),Mice,79.99,0,4,SteelSeries,9.25,3,9/16/2022,green,319.96
K400 Plus (Brown),Keyboards,29.99,328,172,Logitech,8.5,139,4/28/2024,brown,5158.28
"ROG Zephyrus G14 (256GB, Purple)",Laptops,1200,498,451,Asus,8.75,363,3/3/2025,purple,541200
"ProBook 450 G7 (1TB, Yellow)",Laptops,950,391,444,HP,8,354,6/15/2023,yellow,421800
"Tab P12 Pro (512GB, Orange)",Tablets,900,0,889,Lenovo,8.5,710,7/13/2023,orange,800100
"Bravia X950H (75"", Purple frame)",TVs,2500,,111,Sony,9,90,6/4/2025,purple,277500
Orchard Hills TV Stand (Black),Furniture,150,96,6,Sauder,8.4,4,10/5/2020,black,900
Charge 4 (Purple),Watches,129.95,372,854,Fitbit,8.5,681,10/27/2020,purple,110977.3
"574 (Orange, EU 40)",Shoes,90,488,499,New Balance,8.5,415,4/21/2025,orange,44910
"ENVY 13 (256GB, Purple)",Laptops,949.99,450,790,HP,8.75,635,3/25/2025,purple,750492.1
"65S535 (55"", Gray frame)",TVs,500,0,687,TCL,8.5,534,7/28/2021,gray,343500
"UHD UM7300 (65"", Yellow frame)",TVs,799,0,555,LG,8.5,427,10/13/2020,yellow,443445
Galaxy Watch 3 (Purple),Watches,250,71,963,Samsung,8.5,766,9/29/2025,purple,240750
GameCube (White),Gaming Consoles,150,0,658,Nintendo,8.5,530,10/4/2024,white,98700
K95 RGB Platinum (Red),Keyboards,199.99,53,928,Corsair,9.2,755,11/20/2023,red,185590.72
The Bambino Plus (Purple),Kitchen,499.95,0,823,Breville,8.75,658,2/6/2024,purple,411458.85
Game Gear (White),Gaming Consoles,150,45,855,Sega,8.5,714,9/22/2022,white,128250
"Surface Go (1TB, Blue)",Tablets,999,344,493,Microsoft,8.25,405,12/30/2025,blue,492507
"Bravia A90J (55"", Brown frame)",TVs,1999,92,280,Sony,9.2,220,10/12/2025,brown,559720
"511 Slim Jeans (Orange, XS)",Clothing,69.5,0,88,Levi's,8.75,65,10/25/2021,orange,6116
"Beats Solo3 (Wired, Gray)",Headphones,99.99,357,830,Apple,8.5,682,8/7/2022,red,82991.7
"WF-1000XM4 (Wired, Orange)",Headphones,279.99,0,853,Sony,9.2,686,1/25/2021,red,238831.47
Edifice EFR-S107D (Green),Watches,130,0,804,Casio,8.2,634,9/9/2022,green,104520
Star Wars Millennium Falcon (75192) (Blue),Toys,849.99,78,277,LEGO,9.6,220,10/27/2022,blue,235447.23
"WF-C500 (Wired, Blue)",Headphones,49.99,0,781,Sony,8.2,614,2/17/2022,red,39042.19
Lynx (Brown),Gaming Consoles,130,115,610,Atari,7.5,477,10/2/2022,brown,79300
"Omen 15 (64GB, Green)",Laptops,1800,0,782,HP,8.75,619,2/22/2024,green,1407600
"P20 Pro (64GB, White)",Smartphones,300,482,489,Huawei,8.2,399,12/16/2024,white,146700
Little People Caring for Animals Farm (Blue),Toys,49.99,475,965,Fisher-Price,9.2,753,9/5/2020,blue,48240.35
"RS-X3 (Orange, EU 42)",Shoes,110,0,368,Puma,8.5,284,5/19/2025,orange,40480
PlayStation 3 (White),Gaming Consoles,150,141,966,Sony,7.5,769,12/9/2022,white,144900
Magic Mouse (Black),Mice,99,0,247,Apple,8.5,198,12/7/2021,black,24453
KSB1570ER 5-Speed Blender (Black),Kitchen,99.99,0,811,KitchenAid,,650,4/9/2023,black,81091.89
"Yoga 9i (256GB, Red)",Laptops,1199.99,474,516,Lenovo,8.75,416,2/15/2021,red,619194.84
Architecture Statue of Liberty (21042) (White),Toys,119.99,13,401,LEGO,8.75,310,10/2/2024,white,48115.99
"NanoCell 90 (43"", White frame)",TVs,599,,724,LG,8.3,575,5/18/2021,white,433676
"55PUS8804 (50"", Yellow frame)",TVs,850,411,390,Philips,8.25,311,5/3/2022,yellow,331500
MX Anywhere 2S (Blue),Mice,59.99,257,181,Logitech,8.5,133,7/7/2021,blue,10858.19
Magic Mouse (Late 2022) (Black),Mice,99,227,782,Apple,8.75,626,2/8/2020,black,77418
Versa 2 (Green),Watches,149.95,0,334,Fitbit,8.5,258,2/6/2022,green,50083.3
Switch Lite (Black),Gaming Consoles,199.99,15,46,Nintendo,8.75,38,10/25/2022,black,9199.54
Ideas Tree House (21318) (Black),Toys,249.99,443,70,LEGO,9.5,60,9/5/2022,black,17499.3
"Cali (Red, EU 46)",Shoes,80,31,454,Puma,8.45,362,3/8/2021,red,36320
Rubik's Cube (Gray),Toys,14.99,22,151,Spin Master,7.85,117,10/1/2024,gray,2263.49
"HD 560S (Wired, Orange)",Headphones,199.95,0,485,Sennheiser,8.75,392,6/5/2021,red,96975.75
Infant to Toddler Rocker (Yellow),Toys,44.99,0,73,Fisher-Price,9.2,63,4/20/2025,yellow,3284.27
Basilisk V3 (Purple),Mice,69.99,0,7,Razer,8.75,6,12/16/2025,purple,489.93
"Bravia X85J (75"", Purple frame)",TVs,1499,0,682,Sony,8.75,568,11/4/2021,purple,1022318
"Clyde (Purple, EU 39)",Shoes,90,189,185,Puma,8.75,143,2/19/2022,purple,16650
G903 Lightspeed (Blue),Mice,99.99,1,526,Logitech,9.2,419,10/3/2021,blue,52594.74
Cottage Road Coffee Table (Blue),Furniture,180,324,335,Sauder,8.5,284,7/27/2024,blue,60300
"Clyde (Black, EU 42)",Shoes,90,0,464,Puma,8.5,365,7/13/2021,black,41760
"Galaxy Tab A7 (128GB, Green)",Tablets,249.99,0,580,Samsung,8.5,461,8/14/2021,green,144994.2
"Clyde (Green, EU 44)",Shoes,90,0,698,Puma,8.5,575,7/20/2023,green,62820
Marathon M705 (Black),Mice,29.99,433,260,Logitech,9,212,5/8/2024,black,7797.4
Setu Chair (Purple),Furniture,850,170,320,Herman Miller,9.25,245,7/11/2023,purple,272000
Wireless Keyboard 900 (Yellow),Keyboards,49.99,31,461,Microsoft,8.75,367,2/6/2024,yellow,23045.39
"AirPods Pro (2nd generation) (Wireless, Green)",Headphones,249,428,881,Apple,8.75,719,9/29/2020,green,219369
"10 Pro (128GB, Green)",Smartphones,699,0,266,OnePlus,8.75,217,1/8/2020,green,185934
"iPad Pro 12.9 (2021) (1TB, Blue)",Tablets,1799,0,798,Apple,9.2,615,1/7/2025,blue,1435602
SNES (Brown),Gaming Consoles,120,132,516,Nintendo,9.5,420,7/31/2021,brown,61920
"MacBook Pro 14 (2023) (128GB, Purple)",Laptops,1999,,19,Apple,9.2,13,4/27/2021,purple,37981
"iPad Air (2020) (1TB, Gray)",Tablets,899,,34,Apple,9.2,30,8/10/2021,gray,30566
MARQ Athlete (Green),Watches,1500,0,238,Garmin,8.75,192,1/17/2024,green,357000
"Superstar (White, EU 38)",Shoes,85,0,540,Adidas,8.75,432,4/22/2023,white,45900
"501 Shorts (Red, XS)",Clothing,44.99,198,380,Levi's,8.75,294,6/13/2020,red,17096.2
Shoal Creek Dresser (Red),Furniture,259.99,169,224,Sauder,8.5,189,10/28/2023,red,58237.76
"AirPods Pro (2nd generation) (Wired, Green)",Headphones,249,274,836,Apple,9.2,689,8/5/2021,red,208164
Forerunner 945 (White),Watches,599.99,118,6,Garmin,,,10/30/2025,white,3599.94
"Zig Kinetica (Black, EU 40)",Shoes,120,406,973,Reebok,8.5,805,10/30/2023,black,116760
PlayStation Classic (Yellow),Gaming Consoles,70,0,713,Sony,7.5,573,12/4/2024,yellow,49910
G903 Lightspeed (Brown),Mice,129.99,0,36,Logitech,9.1,30,9/6/2025,brown,4679.64
"HD 560S (Wireless, Orange)",Headphones,220,0,886,Sennheiser,8.7,700,10/8/2022,orange,194920
Transformers Bumblebee (Gray),Toys,24.99,381,430,Hasbro,8.75,339,7/31/2023,gray,10745.7
"Workout Plus (Gray, EU 38)",Shoes,80,266,549,Reebok,8.5,434,12/25/2022,gray,43920
Switch (Gray),Gaming Consoles,299.99,0,958,Nintendo,9.25,750,9/22/2022,gray,287390.42
Foodi Multi-Cooker (Brown),Kitchen,179,492,19,Ninja,9.2,15,3/22/2025,brown,3401
Ninjago City (70620) (White),Toys,299.99,186,410,LEGO,9.2,332,12/16/2024,white,122995.9
"8-Series Q825 (65"", Brown frame)",TVs,1299.99,123,44,TCL,,37,12/30/2025,brown,57199.56
"70PUS8505 (55"", White frame)",TVs,800,335,901,Philips,8.3,714,4/23/2024,white,720800
"55PUS7956/12 (55"", Orange frame)",TVs,600,435,755,Philips,7.8,606,3/4/2022,orange,453000
"Basket (Orange, EU 46)",Shoes,90,413,877,Puma,8.75,713,2/29/2024,orange,78930
Operation (White),Toys,20,42,483,Hasbro,8.75,379,11/27/2023,white,9660
Baby-G BA110 (Orange),Watches,99,0,322,Casio,8.25,254,10/21/2025,orange,31878
"AirPods (1st generation) (Wireless, Brown)",Headphones,99,422,32,Apple,8.5,26,7/3/2020,brown,3168
Magic Trackpad (White),Mice,129,0,137,Apple,9.3,115,8/31/2021,white,17673
"7T (128GB, Brown)",Smartphones,399,319,159,OnePlus,8.5,137,11/7/2024,brown,63441
"MacBook Air M1 (2020) (256GB, Purple)",Laptops,999,0,629,Apple,9.25,530,8/20/2024,purple,628371
"ThinkPad X1 Carbon (7th Gen) (64GB, Purple)",Laptops,1800,245,767,Lenovo,8.75,601,11/17/2022,purple,1380600
Xbox One (Blue),Gaming Consoles,300,0,76,Microsoft,8.75,65,3/3/2021,blue,22800
Magic Trackpad (Late 2022) (White),Mice,129,0,952,Apple,8.75,770,7/7/2021,white,122808
"Beats Studio3 (Wireless, Gray)",Headphones,349.95,300,312,Apple,8.25,253,9/11/2024,gray,109184.4
Air Hogs Super Soft (Brown),Toys,29.99,0,871,Spin Master,8.5,689,12/13/2020,brown,26121.29
"Galaxy Tab S6 (128GB, Red)",Tablets,550,0,376,Samsung,8.5,305,8/13/2025,red,206800
G810 Orion Spectrum (Blue),Keyboards,99.99,451,729,Logitech,,571,7/21/2022,blue,72892.71
"Pavilion 15 (128GB, Black)",Laptops,550,212,331,HP,8.25,264,9/23/2024,black,182050
Sensei 310 (Purple),Mice,69.99,162,970,SteelSeries,8.75,758,4/29/2023,purple,67890.3
"Galaxy Z Flip (128GB, Black)",Smartphones,999,449,894,Samsung,8.5,722,1/28/2021,black,893106
5-Shelf Bookcase (Orange),Furniture,150,0,142,Sauder,8.2,114,8/5/2025,orange,21300
G-Shock GA2100 (Purple),Watches,120,447,469,Casio,8.75,386,4/13/2024,purple,56280
"Own the Run Tee (Purple, S)",Clothing,35,0,161,Adidas,8.75,121,2/8/2025,purple,5635
"iPhone 11 (1TB, Orange)",Smartphones,,290,826,Apple,8.5,666,1/23/2025,orange,
"Real Madrid Home Jersey (Green, M)",Clothing,90,19,34,Adidas,8.7,29,7/28/2025,green,3060
"Tiro 21 Track Pants (Black, L)",Clothing,50,398,172,Adidas,,135,3/27/2021,black,8600
"Mate 20 (1TB, Gray)",Smartphones,899,178,244,Huawei,8.5,201,7/9/2023,gray,219356
"Galaxy S9 (512GB, Yellow)",Smartphones,299,66,792,Samsung,8.5,652,10/17/2025,yellow,236808
Forerunner 245 (Blue),Watches,299.99,0,523,Garmin,8.9,411,1/12/2025,blue,156894.77
VCS (2021) (Gray),Gaming Consoles,299,88,322,Atari,7.5,247,10/10/2021,gray,96278
Barbie Doll (Purple),Toys,24.99,395,313,Mattel,8.75,247,10/8/2023,purple,7821.87
"ZBook Firefly 14 (64GB, Brown)",Laptops,2500,114,709,HP,8.5,584,10/29/2021,brown,1772500
Duo Crisp + Air Fryer (Red),Kitchen,199.95,124,406,Instant Pot,9.25,332,2/9/2025,red,81179.7
"OLED C1 (65"", Purple frame)",TVs,1899,368,74,LG,9.25,60,11/18/2021,purple,140526
"5T (256GB, Blue)",Smartphones,499,0,628,OnePlus,8.75,485,5/27/2022,blue,313372
"ZenBook 14 UX425 (128GB, Black)",Laptops,799,36,583,Asus,8.75,469,10/11/2020,black,465817
Magic Mouse 2 (Yellow),Mice,79,0,704,Apple,8.5,567,10/6/2021,yellow,55616
"Bravia X95J (43"", Yellow frame)",TVs,1299.99,0,240,Sony,8.75,195,11/14/2025,yellow,311997.6
"Spectre x360 13 (256GB, Gray)",Laptops,999.99,177,265,HP,8.75,204,7/19/2020,gray,264997.35
K95 RGB Platinum (Black),Keyboards,199.99,0,485,Corsair,9.2,393,10/29/2023,black,96995.15
Versa (Black),Watches,129.95,200,969,Fitbit,8.5,789,4/20/2024,black,125921.55
K55 RGB (Yellow),Keyboards,59.99,206,590,Corsair,8.25,460,3/3/2024,yellow,35394.1
Charge 4 (Brown),Watches,129.95,490,901,Fitbit,8.5,728,4/7/2023,brown,117084.95
Rival 710 (Black),Mice,99.99,295,767,SteelSeries,8.75,598,7/8/2023,black,76692.33
"Surface Pro 6 (256GB, Orange)",Tablets,1100,84,313,Microsoft,8.5,245,5/18/2025,orange,344300
"iPhone 7 (64GB, Gray)",Smartphones,150,345,841,Apple,7.5,652,9/17/2023,gray,126150
PSX (Purple),Gaming Consoles,150,0,175,Sony,8.45,134,1/13/2022,purple,26250
"ENVY 15 (1TB, White)",Laptops,1200,491,532,HP,8.75,421,7/12/2025,white,638400
"Alphabounce (Brown, EU 38)",Shoes,120,0,913,Adidas,8.75,732,4/30/2025,brown,109560
"Powerbeats Pro (Wired, White)",Headphones,249.95,0,963,Apple,8.4,770,10/21/2025,red,240701.85
Gear Fit2 Pro (Green),Watches,130,71,466,Samsung,8.35,365,3/23/2023,green,60580
"MacBook Pro 13 (2022) (64GB, White)",Laptops,1999,412,351,Apple,8.75,277,3/7/2022,white,701649
"Powerbeats Pro (Wireless, Blue)",Headphones,199.95,6,978,Apple,8.75,787,3/2/2022,blue,195551.1
Xbox One X (Blue),Gaming Consoles,349.99,0,307,Microsoft,8.5,258,2/29/2024,blue,107446.93
Barbie Doll (Yellow),Toys,19.99,0,585,Mattel,,464,2/1/2020,yellow,11694.15
"MacBook Pro 13 (2020) (1TB, Green)",Laptops,1799,389,249,Apple,9.1,204,6/24/2025,green,447951
"QLED Q60T (75"", Brown frame)",TVs,1500,0,23,Samsung,8.7,19,1/15/2022,brown,34500
Flashback 8 (Green),Gaming Consoles,49.99,0,773,Atari,7.5,635,10/16/2024,green,38642.27
G613 Wireless (Yellow),Keyboards,70,190,974,Logitech,8.5,789,3/23/2021,yellow,68180
"513 Slim Straight (Purple, S)",Clothing,69.99,342,486,Levi's,8.55,395,9/9/2022,purple,34015.14
Xbox One (Red),Gaming Consoles,299,376,311,Microsoft,8.75,251,12/16/2022,red,92989
Creator Expert Taj Mahal (10256) (Green),Toys,369.99,0,716,LEGO,9.25,587,9/25/2025,green,264912.84
Connect 4 (White),Toys,15.99,54,561,Hasbro,8.75,456,10/8/2024,white,8970.39
G810 Orion Spectrum (Yellow),Keyboards,129.99,0,624,Logitech,8.75,518,10/25/2025,yellow,81113.76
"AU8000 (50"", Black frame)",TVs,450,44,837,Samsung,8.75,660,3/2/2023,black,376650
"Sportswear Club Hoodie (Red, XS)",Clothing,50,251,570,Nike,8.75,466,10/27/2021,red,28500
Galaxy Watch 4 (Black),Watches,199,298,515,Samsung,,421,12/20/2022,black,102485
"Instapump Fury (Orange, EU 46)",Shoes,180,63,420,Reebok,8.5,338,9/30/2020,orange,75600
"Vanish Woven Pants (Brown, M)",Clothing,65,67,904,Under Armour,8.5,713,10/6/2025,brown,58760
Galaxy Watch 3 (Gray),Watches,249.99,170,427,Samsung,8.75,351,7/23/2024,gray,106745.73
Sayl Chair (White),Furniture,625,390,424,Herman Miller,9.25,331,8/27/2023,white,265000
"MacBook Pro 14 (2021) (512GB, Purple)",Laptops,1999,200,46,Apple,9.4,38,12/27/2025,purple,91954
"HD 560S (Wired, Gray)",Headphones,199,425,713,Sennheiser,8.75,577,6/4/2024,red,141887
Pro Trek PRG-600 (Red),Watches,320,433,478,Casio,8.75,375,5/12/2021,red,152960
"Sleepbuds II (Wired, White)",Headphones,249,386,935,Bose,8.7,759,5/18/2021,red,232815
Ultra 10-in-1 (Orange),Kitchen,149.99,0,614,Instant Pot,8.75,512,8/28/2022,orange,92093.86
Tech Deck (Gray),Toys,10.99,421,190,Spin Master,8.75,148,3/15/2021,gray,2088.1
"Mi 10 (256GB, Orange)",Smartphones,499,240,787,Xiaomi,8.45,613,3/15/2024,orange,392713
"iPhone 6 (1TB, White)",Smartphones,200,109,593,Apple,8.5,457,2/15/2023,white,118600
Computer Desk (Yellow),Furniture,150,379,26,Sauder,7.8,19,2/12/2025,yellow,3900
"Surface Pro 7+ (1TB, Brown)",Tablets,2299,102,654,Microsoft,8.5,543,12/1/2024,brown,1503546
Etch A Sketch (Black),Toys,14.99,0,239,Spin Master,8.5,192,10/14/2024,black,3582.61
Mistana Armchair (Blue),Furniture,250,0,245,Wayfair,8.5,199,1/5/2024,blue,61250
"WF-1000XM4 (Wired, Red)",Headphones,99.99,76,291,Sony,8.65,233,1/6/2025,red,29097.09
"513 Slim Straight (Gray, XL)",Clothing,69.5,69,696,Levi's,8.75,555,12/26/2023,gray,48372
"Inspiron 15 3000 (1TB, Brown)",Laptops,499,0,782,Dell,7.8,635,4/28/2024,brown,390218
GameCube (Blue),Gaming Consoles,120,76,845,Nintendo,,685,3/23/2022,blue,101400
Classic IntelliMouse (Red),Mice,39.99,0,268,Microsoft,8.5,216,6/12/2022,red,10717.32
"Urbanite XL (Wireless, Orange)",Headphones,150,366,138,Sennheiser,8.75,104,3/15/2020,orange,20700
"Floatride Run (Yellow, EU 38)",Shoes,120,0,803,Reebok,8.45,633,12/9/2023,yellow,96360
"MacBook Pro 13 (2020) (256GB, Yellow)",Laptops,1099,0,243,Apple,8.5,189,3/15/2023,yellow,267057
Marathon M705 (Orange),Mice,39.99,492,227,Logitech,8.75,190,6/5/2025,orange,9077.73
K60 RGB Pro (Gray),Keyboards,89.99,0,411,Corsair,8.75,328,5/14/2024,gray,36985.89
Edifice EFR-S107D (Yellow),Watches,150,364,422,Casio,8.3,338,11/24/2024,yellow,63300
Nerf Elite 2.0 (Blue),Toys,25.99,480,284,Hasbro,,227,10/21/2023,blue,7381.16
"iPhone 6 (256GB, Yellow)",Smartphones,299,0,589,Apple,7.5,460,4/16/2022,yellow,176111
"Spectre x360 13 (512GB, Green)",Laptops,1299,292,846,HP,8.5,668,4/13/2024,green,1098954
"iPad Pro 11 (2020) (512GB, Red)",Tablets,1299,28,60,Apple,9.5,47,4/22/2025,red,77940
"iPhone 13 (1TB, Red)",Smartphones,1299,118,519,Apple,9.5,430,10/30/2022,red,674181
"P20 (512GB, Black)",Smartphones,299,0,220,Huawei,8.5,177,4/23/2024,black,65780
Masters of the Universe He-Man (Brown),Toys,24.99,0,999,Mattel,8.5,805,6/27/2023,brown,24965.01
Instinct (Purple),Watches,299.99,320,444,Garmin,8.75,342,10/8/2023,purple,133195.56
Verus Chair (Yellow),Furniture,695,291,258,Herman Miller,8.75,204,2/5/2025,yellow,179310
Creator Expert Taj Mahal (10256) (Brown),Toys,369.99,455,327,LEGO,9.5,271,5/14/2022,brown,120986.73
"HeatGear Compression Shirt (Gray, XL)",Clothing,35.99,388,373,Under Armour,,307,1/22/2025,gray,13424.27
Juice Fountain Elite (Gray),Kitchen,299.95,0,847,Breville,9.2,671,12/16/2022,gray,254057.65
Rival 5 (White),Mice,69.99,0,39,SteelSeries,8.9,31,11/14/2024,white,2729.61
"5T (512GB, Red)",Smartphones,699,426,968,OnePlus,8.5,778,2/15/2023,red,676632
"Mi 9 (64GB, Green)",Smartphones,199,183,894,Xiaomi,8.5,705,4/21/2024,green,177906
"Adizero Adios Pro (Green, EU 39)",Shoes,250,379,192,Adidas,9.2,146,5/18/2024,green,48000
"Surface Go 2 (64GB, Brown)",Tablets,399.99,412,867,Microsoft,,697,9/26/2025,brown,346791.33
"TU8000 (43"", Green frame)",TVs,400,0,564,Samsung,8.5,432,9/20/2025,green,225600
"P20 Pro (128GB, White)",Smartphones,350,228,890,Huawei,8.2,713,9/14/2022,white,311500
"AU8000 (65"", Yellow frame)",TVs,650,103,277,Samsung,8.5,217,9/18/2024,yellow,180050
MX Master 3 (Green),Mice,99.99,203,681,Logitech,,535,1/27/2023,green,68093.19
Game Gear (Yellow),Gaming Consoles,120,327,477,Sega,8.5,381,10/26/2025,yellow,57240
"Yoga 9i (1TB, Red)",Laptops,1799,364,894,Lenovo,8.65,715,1/6/2021,red,1608306
"50S535 (75"", Orange frame)",TVs,1199,386,909,TCL,8.75,733,8/1/2023,orange,1089891
"SoundSport Wireless (Wired, Black)",Headphones,99,0,408,Bose,8.5,334,3/29/2020,red,40392
"MediaPad M6 (1TB, Brown)",Tablets,450,0,384,Huawei,7.8,315,2/22/2022,brown,172800
Apex 5 (Red),Keyboards,99.99,50,674,SteelSeries,8.75,549,8/1/2023,red,67393.26
Orochi V2 (Orange),Mice,69.99,385,143,Razer,8.75,118,7/1/2021,orange,10008.57
"Windrunner Jacket (Purple, XS)",Clothing,90,226,469,Nike,8.5,375,1/14/2020,purple,42210
K380 (Black),Keyboards,39.99,64,964,Logitech,8.75,767,5/5/2023,black,38550.36
Bladen Sofa (Red),Furniture,449.99,108,502,Ashley Furniture,8.5,397,10/6/2025,red,225894.98
